overall,potential,release_clause_eur,club_name,club_position,league_level,weak_foot,skill_moves,international_reputation,body_type,value_eur,log_value
60,64,431000.0,210,18,1.0,3,2,1,5,325000,12.691583538230217
58,75,1000000.0,231,23,1.0,3,2,1,5,500000,13.122365377402328
56,66,569000.0,70,18,2.0,3,2,1,4,325000,12.691583538230217
65,65,725000.0,181,18,1.0,2,2,1,5,500000,13.122365377402328
59,59,171000.0,184,1,1.0,2,2,1,5,110000,11.608244735642321
60,60,216000.0,612,14,1.0,3,2,1,5,160000,11.982935344196433
49,70,398000.0,32,23,1.0,3,2,1,4,150000,11.918397239722838
61,76,1600000.0,514,23,1.0,4,2,1,5,750000,13.527829818844937
78,78,9800000.0,496,23,1.0,2,1,3,4,7000000,15.76142084987672
55,63,481000.0,276,18,1.0,3,2,1,1,275000,12.524530013005734
71,80,4500000.0,362,4,1.0,4,1,1,1,3600000,15.096444681204078
60,71,625000.0,520,23,3.0,3,2,1,5,500000,13.122365377402328
51,61,202000.0,417,23,1.0,3,2,1,4,130000,11.775297421715827
56,67,585000.0,190,6,1.0,2,2,1,2,300000,12.611541086966115
64,74,1700000.0,272,23,1.0,3,2,1,5,1200000,13.997832948091215
55,77,1000000.0,535,23,1.0,2,2,1,7,400000,12.899222326086994
50,58,155000.0,347,23,1.0,2,2,1,0,100000,11.51293546492023
69,72,3600000.0,471,23,1.0,3,2,1,5,1600000,14.285514812209815
56,59,293000.0,34,23,1.0,3,2,1,1,170000,12.04355959836804
61,65,530000.0,336,23,1.0,3,2,1,5,400000,12.899222326086994
57,67,578000.0,132,23,1.0,3,2,1,1,350000,12.765691290604371
56,72,691000.0,613,23,1.0,3,2,1,4,350000,12.765691290604371
57,74,850000.0,592,23,1.0,2,2,1,1,400000,12.899222326086994
53,60,352000.0,34,23,1.0,3,2,1,1,190000,12.154784614286667
55,65,468000.0,54,23,1.0,3,2,1,4,275000,12.524530013005734
56,71,609000.0,324,23,1.0,3,2,1,4,325000,12.691583538230217
54,77,1100000.0,117,18,1.0,3,2,1,4,350000,12.765691290604371
51,62,228000.0,547,18,1.0,3,2,1,1,130000,11.775297421715827
56,69,756000.0,587,18,1.0,3,2,1,1,325000,12.691583538230217
54,61,363000.0,525,23,3.0,2,2,1,2,220000,12.301387370778713
55,68,563000.0,173,18,1.0,3,2,1,2,300000,12.611541086966115
57,67,578000.0,6,18,3.0,3,2,1,4,350000,12.765691290604371
63,77,3100000.0,564,15,1.0,3,2,1,4,1100000,13.910821646859095
55,67,646000.0,532,23,1.0,2,2,1,4,275000,12.524530013005734
55,70,713000.0,91,18,3.0,3,2,1,5,300000,12.611541086966115
57,71,830000.0,626,23,3.0,3,2,1,5,400000,12.899222326086994
60,60,248000.0,462,1,1.0,2,2,1,5,160000,11.982935344196433
58,66,744000.0,507,23,2.0,3,2,1,2,425000,12.959846800844963
58,69,999000.0,614,23,1.0,2,2,1,1,425000,12.959846800844963
49,55,116000.0,337,18,1.0,5,2,1,4,80000,11.289794413577894
60,70,656250.0,221,7,3.0,3,2,1,5,525000,13.171155446333852
54,72,653000.0,91,18,3.0,3,2,1,1,275000,12.524530013005734
70,70,998000.0,183,1,2.0,2,2,1,5,525000,13.171155446333852
64,65,839000.0,404,15,1.0,2,2,1,2,550000,13.217675375388819
80,80,17500000.0,286,23,1.0,2,1,3,5,14000000,16.454567959008102
56,71,406250.0,502,18,3.0,3,2,1,2,325000,12.691583538230217
57,66,613000.0,128,23,2.0,3,2,1,2,350000,12.765691290604371
52,63,261000.0,580,18,1.0,3,2,1,1,180000,12.100717685412471
56,64,525000.0,551,23,1.0,3,2,1,4,300000,12.611541086966115
52,57,146000.0,100,23,1.0,3,2,1,7,110000,11.608244735642321
65,65,176000.0,161,18,1.0,2,2,1,8,130000,11.775297421715827
63,73,2200000.0,256,23,1.0,2,2,1,2,975000,13.790193775620484
52,64,323000.0,373,23,1.0,1,2,1,4,190000,12.154784614286667
51,68,291000.0,290,18,1.0,3,2,1,5,140000,11.849404844423074
53,58,185000.0,195,6,1.0,4,2,1,4,130000,11.775297421715827
54,64,391000.0,144,23,1.0,2,3,1,4,230000,12.345838935721968
57,69,940000.0,124,18,1.0,4,2,1,5,400000,12.899222326086994
56,64,569000.0,276,23,1.0,3,2,1,4,325000,12.691583538230217
60,74,1500000.0,182,23,1.0,2,2,1,7,550000,13.217675375388819
57,72,778000.0,626,23,3.0,3,2,1,1,375000,12.834683971615659
52,61,279000.0,82,23,1.0,3,2,1,1,180000,12.100717685412471
61,67,878000.0,18,23,2.0,3,2,1,5,450000,13.017005083966255
54,66,363000.0,413,23,1.0,3,2,1,4,250000,12.429220196836383
54,66,523000.0,42,23,1.0,3,2,1,4,275000,12.524530013005734
55,70,683000.0,41,18,1.0,3,2,1,4,300000,12.611541086966115
77,78,15000000.0,2,4,1.0,3,1,2,5,8000000,15.894952224644102
54,73,469000.0,647,23,1.0,2,2,1,1,250000,12.429220196836383
58,70,926000.0,194,18,2.0,3,2,1,1,475000,13.07107218827772
58,69,653000.0,297,19,1.0,4,3,1,4,450000,13.017005083966255
54,69,594000.0,255,18,1.0,3,3,1,4,250000,12.429220196836383
60,73,1100000.0,391,18,1.0,3,2,1,5,575000,13.26212705890841
58,73,903000.0,405,18,1.0,2,2,1,2,425000,12.959846800844963
60,73,1600000.0,152,7,1.0,3,2,1,4,575000,13.26212705890841
53,53,122000.0,335,18,1.0,3,2,1,4,90000,11.407576060361786
63,71,2100000.0,333,18,2.0,3,2,1,5,1000000,13.815511557963774
56,67,536000.0,228,23,1.0,3,2,1,2,325000,12.691583538230217
66,72,2000000.0,202,23,1.0,2,2,1,2,1200000,13.997832948091215
62,75,1700000.0,254,7,1.0,2,2,1,5,925000,13.73755009757506
56,71,814000.0,406,23,1.0,3,2,1,5,350000,12.765691290604371
54,59,244000.0,594,23,1.0,2,2,1,4,150000,11.918397239722838
62,64,630000.0,318,23,1.0,3,2,1,5,400000,12.899222326086994
54,65,348000.0,445,23,1.0,3,2,1,4,240000,12.388398368982115
58,75,1000000.0,215,18,1.0,3,2,1,5,475000,13.07107218827772
55,62,357000.0,319,7,1.0,3,2,1,1,230000,12.345838935721968
47,57,160000.0,297,18,1.0,3,2,1,4,110000,11.608244735642321
58,63,683000.0,29,23,1.0,3,2,1,5,300000,12.611541086966115
55,62,408000.0,568,18,1.0,2,2,1,2,240000,12.388398368982115
54,63,437000.0,37,23,1.0,3,2,1,1,230000,12.345838935721968
52,62,247000.0,297,18,1.0,3,2,1,4,170000,12.04355959836804
52,57,179000.0,80,18,1.0,3,2,1,4,110000,11.608244735642321
57,77,1100000.0,240,18,1.0,3,2,1,4,450000,13.017005083966255
59,73,1100000.0,404,18,1.0,3,3,1,1,550000,13.217675375388819
62,67,1200000.0,24,23,1.0,2,2,1,5,525000,13.171155446333852
59,65,634000.0,444,23,2.0,3,2,1,2,325000,12.691583538230217
57,71,1100000.0,543,18,1.0,2,2,1,1,375000,12.834683971615659
60,67,926000.0,146,23,2.0,3,2,1,5,475000,13.07107218827772
63,63,699000.0,95,7,1.0,3,2,1,5,325000,12.691583538230217
49,54,93000.0,336,18,1.0,3,2,1,4,70000,11.156264806643742
54,70,598000.0,547,23,1.0,3,2,1,5,275000,12.524530013005734
47,64,261000.0,463,18,1.0,3,2,1,3,120000,11.695255355062795
89,89,68700000.0,485,4,1.0,3,1,5,9,33500000,17.32705602664604
56,71,756000.0,261,18,1.0,3,2,1,5,325000,12.691583538230217
48,53,100000.0,195,23,1.0,3,2,1,4,70000,11.156264806643742
52,64,315000.0,462,23,1.0,3,2,1,1,180000,12.100717685412471
54,65,462000.0,654,18,2.0,2,2,1,4,220000,12.301387370778713
47,55,175000.0,594,18,1.0,3,2,1,4,100000,11.51293546492023
57,70,778000.0,559,18,1.0,3,2,1,5,375000,12.834683971615659
60,77,750000.0,4,18,2.0,3,2,1,5,600000,13.304686600863562
63,63,569000.0,456,23,3.0,3,2,1,5,325000,12.691583538230217
57,61,325000.0,545,23,1.0,3,2,1,4,200000,12.206077645517674
53,72,450000.0,272,18,1.0,3,2,1,4,240000,12.388398368982115
64,67,934000.0,383,4,1.0,2,1,1,2,575000,13.26212705890841
59,72,1000000.0,375,23,3.0,3,2,1,5,500000,13.122365377402328
55,70,763000.0,124,18,1.0,2,2,1,4,275000,12.524530013005734
47,55,145000.0,455,18,1.0,3,2,1,1,100000,11.51293546492023
58,69,701000.0,588,23,3.0,2,2,1,5,425000,12.959846800844963
61,63,572000.0,181,15,1.0,3,2,1,2,375000,12.834683971615659
72,72,3500000.0,448,4,1.0,3,1,1,5,1600000,14.285514812209815
61,61,368000.0,97,23,3.0,2,2,1,5,210000,12.25486757159303
56,62,449000.0,605,18,2.0,3,2,1,8,230000,12.345838935721968
69,69,456000.0,108,18,1.0,3,1,1,8,240000,12.388398368982115
56,60,293000.0,159,23,1.0,2,2,1,8,180000,12.100717685412471
59,65,536000.0,565,15,1.0,2,2,1,2,325000,12.691583538230217
56,68,613000.0,128,18,2.0,3,2,1,1,350000,12.765691290604371
56,71,756000.0,596,18,1.0,3,2,1,4,325000,12.691583538230217
64,68,1100000.0,6,14,3.0,4,2,1,5,725000,13.493928313146206
52,62,279000.0,319,0,1.0,3,2,1,0,180000,12.100717685412471
63,75,2500000.0,256,18,1.0,1,2,1,4,1100000,13.910821646859095
54,63,420000.0,344,23,2.0,3,2,1,2,240000,12.388398368982115
58,63,447000.0,550,23,1.0,3,2,1,4,275000,12.524530013005734
52,60,281000.0,231,23,1.0,3,2,1,4,170000,12.04355959836804
63,75,2500000.0,49,23,1.0,3,2,1,5,1100000,13.910821646859095
60,74,1200000.0,150,18,1.0,2,2,1,4,550000,13.217675375388819
53,64,295000.0,185,18,1.0,2,2,1,4,190000,12.154784614286667
48,56,175000.0,545,18,1.0,3,2,1,4,100000,11.51293546492023
60,73,1100000.0,455,23,1.0,3,2,1,2,575000,13.26212705890841
74,75,4400000.0,253,4,1.0,2,1,1,5,3200000,14.978661680269907
59,78,1100000.0,500,23,1.0,3,2,1,5,550000,13.217675375388819
52,72,561000.0,175,23,1.0,3,2,1,1,220000,12.301387370778713
58,69,999000.0,300,18,1.0,3,2,1,5,425000,12.959846800844963
58,76,1200000.0,40,18,1.0,3,2,1,5,500000,13.122365377402328
53,53,135000.0,460,23,1.0,3,2,1,3,100000,11.51293546492023
65,65,810000.0,362,23,1.0,3,2,1,5,600000,13.304686600863562
56,72,703000.0,336,23,1.0,3,2,1,4,375000,12.834683971615659
58,67,829000.0,656,18,3.0,3,2,1,2,425000,12.959846800844963
53,62,295000.0,217,18,1.0,2,2,1,4,190000,12.154784614286667
54,71,516000.0,536,23,1.0,3,2,1,4,275000,12.524530013005734
73,73,2100000.0,11,4,1.0,3,1,1,2,1000000,13.815511557963774
57,74,750000.0,303,18,1.0,3,2,1,5,400000,12.899222326086994
57,70,797000.0,69,23,1.0,3,2,1,8,375000,12.834683971615659
55,72,609000.0,322,23,1.0,3,2,1,4,325000,12.691583538230217
57,71,468750.0,418,23,3.0,2,2,1,5,375000,12.834683971615659
57,65,683000.0,255,18,1.0,2,2,1,1,350000,12.765691290604371
59,74,1200000.0,125,7,3.0,3,2,1,4,500000,13.122365377402328
78,78,3000000.0,83,4,1.0,3,1,1,5,1600000,14.285514812209815
52,70,451000.0,76,18,3.0,3,2,1,1,190000,12.154784614286667
57,69,580000.0,173,23,1.0,3,2,1,5,400000,12.899222326086994
60,61,331000.0,239,18,1.0,4,2,1,8,250000,12.429220196836383
59,74,1200000.0,194,18,2.0,2,2,1,5,500000,13.122365377402328
47,56,190000.0,31,23,1.0,2,2,1,0,100000,11.51293546492023
60,63,638000.0,201,18,1.0,2,2,1,2,300000,12.611541086966115
66,73,3800000.0,95,15,1.0,2,2,1,4,1600000,14.285514812209815
64,66,1000000.0,315,23,1.0,2,2,1,4,650000,13.384729180332174
57,71,797000.0,331,18,1.0,3,2,1,4,375000,12.834683971615659
49,68,239000.0,80,18,1.0,3,2,1,2,110000,11.608244735642321
53,76,750000.0,353,18,1.0,3,2,1,4,300000,12.611541086966115
50,66,261000.0,310,23,1.0,2,2,1,1,120000,11.695255355062795
76,76,2600000.0,234,4,1.0,2,1,3,4,1300000,14.077875591662238
58,67,701000.0,267,18,1.0,3,2,1,5,425000,12.959846800844963
59,65,569000.0,567,23,1.0,2,2,1,8,325000,12.691583538230217
75,75,1100000.0,37,4,1.0,3,1,1,5,625000,13.345508528717259
56,72,884000.0,548,18,2.0,3,2,1,1,350000,12.765691290604371
57,60,355000.0,42,15,1.0,3,2,1,7,200000,12.206077645517674
57,64,585000.0,571,23,2.0,3,2,1,4,300000,12.611541086966115
58,71,1100000.0,42,14,1.0,3,2,1,4,475000,13.07107218827772
53,67,546000.0,348,18,1.0,3,3,1,0,230000,12.345838935721968
60,60,263000.0,647,23,1.0,2,2,1,5,210000,12.25486757159303
58,74,914000.0,71,23,1.0,3,2,1,5,475000,13.07107218827772
50,60,155000.0,82,3,1.0,2,3,1,4,100000,11.51293546492023
80,80,13300000.0,271,4,1.0,3,1,3,5,7000000,15.76142084987672
50,70,325000.0,177,23,1.0,2,2,1,3,130000,11.775297421715827
55,75,875000.0,503,23,1.0,3,2,1,5,350000,12.765691290604371
53,75,960000.0,368,23,1.0,3,2,1,1,300000,12.611541086966115
53,67,431000.0,68,20,1.0,2,2,1,4,230000,12.345838935721968
60,69,625000.0,635,23,2.0,3,2,1,5,500000,13.122365377402328
54,75,731000.0,583,23,1.0,3,2,1,1,325000,12.691583538230217
57,74,500000.0,159,15,1.0,2,2,1,1,400000,12.899222326086994
61,68,1100000.0,270,18,2.0,3,2,1,2,600000,13.304686600863562
59,71,1200000.0,273,23,1.0,2,2,1,2,500000,13.122365377402328
48,53,100000.0,401,23,1.0,3,2,1,1,70000,11.156264806643742
48,63,206000.0,277,18,1.0,3,2,1,4,110000,11.608244735642321
60,76,1100000.0,352,23,1.0,2,2,1,2,600000,13.304686600863562
60,68,866000.0,628,23,3.0,3,2,1,5,525000,13.171155446333852
61,74,937500.0,110,18,1.0,3,2,1,2,750000,13.527829818844937
54,59,259000.0,44,18,1.0,3,2,1,1,150000,11.918397239722838
49,56,158000.0,383,18,1.0,3,2,1,1,90000,11.407576060361786
54,64,357000.0,142,23,1.0,3,2,1,1,230000,12.345838935721968
65,65,850000.0,31,23,1.0,3,2,1,2,500000,13.122365377402328
54,66,488000.0,194,18,2.0,3,2,1,0,250000,12.429220196836383
58,63,447000.0,184,15,1.0,3,2,1,5,275000,12.524530013005734
54,72,694000.0,101,18,2.0,2,2,1,1,275000,12.524530013005734
82,84,51400000.0,598,4,1.0,4,1,3,2,26000000,17.073607134447293
56,68,665000.0,28,18,1.0,3,2,1,1,350000,12.765691290604371
53,57,195000.0,310,23,1.0,3,2,1,4,120000,11.695255355062795
54,65,420000.0,189,18,1.0,3,2,1,5,240000,12.388398368982115
75,75,5000000.0,480,4,1.0,4,1,2,5,2800000,14.845130332288226
64,64,625000.0,580,14,1.0,3,2,1,4,500000,13.122365377402328
59,75,1100000.0,588,14,3.0,4,2,1,2,525000,13.171155446333852
52,57,171000.0,460,16,1.0,3,3,1,1,120000,11.695255355062795
54,73,653000.0,191,23,1.0,3,2,1,2,275000,12.524530013005734
58,73,844000.0,303,23,1.0,3,2,1,5,450000,13.017005083966255
51,61,222000.0,38,18,1.0,3,2,1,1,120000,11.695255355062795
52,64,279000.0,433,18,1.0,3,3,1,4,180000,12.100717685412471
54,66,300000.0,533,18,1.0,1,2,1,0,240000,12.388398368982115
57,73,950000.0,146,18,2.0,2,2,1,2,400000,12.899222326086994
62,72,1000000.0,359,23,2.0,2,2,1,4,800000,13.592368256649284
56,76,844000.0,423,23,1.0,3,2,1,5,375000,12.834683971615659
51,73,450000.0,592,18,1.0,2,2,1,1,180000,12.100717685412471
60,73,718750.0,254,23,1.0,2,2,1,2,575000,13.26212705890841
55,78,900000.0,303,18,1.0,3,2,1,4,400000,12.899222326086994
61,77,1700000.0,248,18,1.0,2,2,1,5,800000,13.592368256649284
63,63,580000.0,87,23,1.0,3,2,1,5,400000,12.899222326086994
54,72,516000.0,174,18,1.0,3,2,1,5,275000,12.524530013005734
54,54,122000.0,417,15,1.0,4,2,1,4,90000,11.407576060361786
59,71,866000.0,148,23,1.0,2,2,1,2,525000,13.171155446333852
57,76,797000.0,326,18,1.0,3,2,1,2,375000,12.834683971615659
61,61,426000.0,141,23,1.0,2,2,1,5,275000,12.524530013005734
56,67,570000.0,28,18,1.0,3,3,1,4,300000,12.611541086966115
58,62,447000.0,189,15,1.0,2,2,1,5,275000,12.524530013005734
54,59,214000.0,195,14,1.0,4,2,1,1,150000,11.918397239722838
47,57,175000.0,547,18,1.0,3,2,1,4,100000,11.51293546492023
53,65,389000.0,41,18,1.0,3,2,1,1,210000,12.25486757159303
63,63,334000.0,181,18,1.0,3,2,1,5,230000,12.345838935721968
76,76,3600000.0,592,4,1.0,2,1,1,5,2400000,14.690979711984754
51,60,189000.0,239,18,1.0,4,2,1,1,130000,11.775297421715827
54,64,357000.0,351,23,1.0,3,2,1,5,230000,12.345838935721968
59,69,808000.0,373,23,1.0,2,2,1,5,475000,13.07107218827772
49,57,155000.0,195,18,1.0,3,2,1,4,100000,11.51293546492023
62,62,581000.0,276,1,1.0,3,2,1,5,375000,12.834683971615659
79,81,18750000.0,408,23,1.0,3,1,1,2,15000000,16.52356082573315
59,72,1100000.0,473,18,1.0,3,2,1,5,500000,13.122365377402328
55,64,426000.0,195,18,1.0,3,2,1,5,275000,12.524530013005734
54,55,224000.0,33,23,1.0,3,2,1,1,130000,11.775297421715827
56,71,849000.0,279,18,1.0,1,2,1,4,350000,12.765691290604371
76,84,29700000.0,378,23,1.0,3,1,1,2,14500000,16.489659276356317
56,58,212500.0,32,23,1.0,3,2,1,0,170000,12.04355959836804
79,79,2900000.0,202,4,1.0,2,1,3,5,1900000,14.45736497045232
56,70,437500.0,399,23,1.0,4,2,1,4,350000,12.765691290604371
53,64,370000.0,34,14,1.0,3,2,1,1,200000,12.206077645517674
51,63,202000.0,417,18,1.0,3,2,1,4,130000,11.775297421715827
50,61,145000.0,173,18,1.0,3,2,1,4,100000,11.51293546492023
55,66,426000.0,394,23,1.0,2,2,1,1,275000,12.524530013005734
58,65,731000.0,569,23,1.0,2,2,1,5,375000,12.834683971615659
52,73,563000.0,647,23,1.0,2,2,1,1,250000,12.429220196836383
56,73,741000.0,613,23,1.0,3,2,1,1,375000,12.834683971615659
54,57,224000.0,41,14,1.0,3,2,1,6,130000,11.775297421715827
59,74,986000.0,520,23,3.0,3,2,1,2,475000,13.07107218827772
53,55,157000.0,401,23,1.0,3,2,1,3,110000,11.608244735642321
59,78,1200000.0,344,23,2.0,3,2,1,5,550000,13.217675375388819
56,70,918000.0,368,18,1.0,3,2,1,0,325000,12.691583538230217
54,76,875000.0,218,18,1.0,3,2,1,2,350000,12.765691290604371
48,59,171000.0,417,18,1.0,3,2,1,0,110000,11.608244735642321
63,68,953000.0,526,15,3.0,3,2,1,2,625000,13.345508528717259
52,60,261000.0,445,18,1.0,3,2,1,2,180000,12.100717685412471
57,68,508000.0,100,23,1.0,2,2,1,4,350000,12.765691290604371
77,77,1700000.0,88,4,1.0,3,1,1,5,1200000,13.997832948091215
58,70,1000000.0,257,23,1.0,2,2,1,2,475000,13.07107218827772
52,52,108000.0,319,23,1.0,3,2,1,4,80000,11.289794413577894
49,55,102000.0,337,18,1.0,3,2,1,5,70000,11.156264806643742
59,59,237000.0,532,7,1.0,2,2,1,2,110000,11.608244735642321
72,74,2500000.0,559,4,1.0,3,1,1,5,2000000,14.508658238524095
56,57,276000.0,655,23,1.0,2,2,1,4,170000,12.04355959836804
56,72,744000.0,177,18,1.0,3,2,1,1,350000,12.765691290604371
59,66,914000.0,345,23,1.0,3,2,1,5,425000,12.959846800844963
53,60,295000.0,82,23,1.0,3,2,1,1,190000,12.154784614286667
54,64,408000.0,487,18,1.0,3,2,1,1,240000,12.388398368982115
52,57,159000.0,337,18,1.0,3,3,1,4,120000,11.695255355062795
58,76,938000.0,623,18,1.0,3,2,1,5,500000,13.122365377402328
55,73,563000.0,647,18,1.0,2,2,1,2,300000,12.611541086966115
58,71,1200000.0,123,23,1.0,4,2,1,4,450000,13.017005083966255
53,59,218000.0,455,23,1.0,3,2,1,1,150000,11.918397239722838
49,56,158000.0,655,18,1.0,3,2,1,0,90000,11.407576060361786
53,70,570000.0,576,18,3.0,3,2,1,1,240000,12.388398368982115
59,65,536000.0,220,7,3.0,3,2,1,2,325000,12.691583538230217
57,69,844000.0,118,18,1.0,2,2,1,5,375000,12.834683971615659
47,60,217000.0,335,23,1.0,2,2,1,1,110000,11.608244735642321
65,75,3500000.0,117,23,1.0,2,2,1,4,1500000,14.220976332738882
61,70,1200000.0,557,23,2.0,3,2,1,5,700000,13.45883704259595
53,53,108000.0,319,6,1.0,4,2,1,4,80000,11.289794413577894
70,75,3000000.0,356,23,1.0,3,1,1,2,1900000,14.45736497045232
60,74,1100000.0,252,23,1.0,3,2,1,2,550000,13.217675375388819
55,75,805000.0,395,18,1.0,3,2,1,4,350000,12.765691290604371
57,72,966000.0,345,23,1.0,3,2,1,4,375000,12.834683971615659
83,84,59800000.0,488,4,1.0,4,1,3,2,27500000,17.129696599000436
48,57,175000.0,141,18,1.0,3,2,1,4,100000,11.51293546492023
54,68,694000.0,117,18,1.0,2,2,1,4,250000,12.429220196836383
85,86,93500000.0,60,4,1.0,3,1,3,5,43000000,17.57671069691365
48,58,171000.0,417,23,1.0,3,2,1,3,110000,11.608244735642321
63,66,866000.0,331,23,1.0,2,2,1,2,550000,13.217675375388819
58,58,109000.0,642,15,1.0,2,2,1,5,70000,11.156264806643742
49,70,350000.0,218,18,1.0,2,2,1,0,140000,11.849404844423074
52,58,174000.0,173,18,1.0,3,2,1,5,120000,11.695255355062795
52,54,133000.0,277,18,1.0,3,2,1,4,100000,11.51293546492023
47,60,239000.0,655,18,1.0,3,2,1,4,110000,11.608244735642321
58,65,656000.0,89,23,1.0,2,2,1,8,375000,12.834683971615659
55,68,638000.0,356,23,1.0,3,2,1,4,300000,12.611541086966115
56,70,989000.0,134,18,1.0,2,2,1,1,350000,12.765691290604371
53,65,347000.0,589,23,3.0,3,2,1,4,210000,12.25486757159303
55,68,623000.0,221,23,3.0,2,2,1,2,300000,12.611541086966115
54,62,408000.0,457,18,1.0,3,2,1,4,240000,12.388398368982115
54,69,519000.0,354,23,1.0,3,2,1,5,250000,12.429220196836383
59,65,634000.0,191,15,1.0,2,2,1,2,325000,12.691583538230217
56,72,656000.0,187,23,1.0,3,2,1,5,350000,12.765691290604371
61,65,648000.0,6,7,3.0,2,2,1,5,425000,12.959846800844963
59,67,698000.0,613,23,1.0,3,2,1,1,450000,13.017005083966255
52,60,297000.0,504,18,1.0,3,2,1,4,180000,12.100717685412471
58,72,844000.0,320,18,1.0,3,2,1,1,450000,13.017005083966255
60,80,2100000.0,301,18,1.0,3,2,1,2,650000,13.384729180332174
52,60,261000.0,336,18,1.0,3,2,1,1,180000,12.100717685412471
74,74,760000.0,603,4,2.0,3,1,1,5,475000,13.07107218827772
53,64,310000.0,401,6,1.0,3,2,1,1,200000,12.206077645517674
56,56,174000.0,171,23,1.0,2,2,1,8,120000,11.695255355062795
56,71,406250.0,518,23,2.0,3,2,1,4,325000,12.691583538230217
62,70,1300000.0,454,23,1.0,2,2,1,5,825000,13.623139877437296
57,77,1100000.0,635,23,2.0,3,2,1,1,425000,12.959846800844963
68,70,1250000.0,86,4,3.0,3,1,1,8,1000000,13.815511557963774
47,59,193000.0,545,18,1.0,3,2,1,1,110000,11.608244735642321
57,67,544000.0,337,18,1.0,3,2,1,5,375000,12.834683971615659
47,58,175000.0,463,18,1.0,3,2,1,4,100000,11.51293546492023
59,63,488000.0,555,15,1.0,2,2,1,4,300000,12.611541086966115
52,66,401000.0,35,18,1.0,3,2,1,1,180000,12.100717685412471
57,65,595000.0,81,18,1.0,3,2,1,2,350000,12.765691290604371
52,67,451000.0,372,23,1.0,2,2,1,3,190000,12.154784614286667
56,73,831000.0,200,23,2.0,2,2,1,5,350000,12.765691290604371
53,65,319000.0,239,18,1.0,2,3,1,4,220000,12.301387370778713
60,67,808000.0,410,23,1.0,3,2,1,5,475000,13.07107218827772
62,62,220000.0,280,23,1.0,2,2,1,2,110000,11.608244735642321
79,79,12100000.0,471,4,1.0,2,1,2,8,5500000,15.520258832020865
52,62,306000.0,390,23,1.0,3,2,1,1,180000,12.100717685412471
55,64,660000.0,29,23,1.0,2,2,1,0,275000,12.524530013005734
56,73,656000.0,272,23,1.0,3,2,1,4,350000,12.765691290604371
53,58,200000.0,319,23,1.0,3,2,1,3,140000,11.849404844423074
48,57,155000.0,424,23,1.0,3,2,1,4,100000,11.51293546492023
56,70,772000.0,18,18,2.0,3,2,1,1,325000,12.691583538230217
70,70,396000.0,615,23,1.0,3,1,1,4,180000,12.100717685412471
50,53,86000.0,195,23,1.0,2,2,1,4,60000,11.002116507732017
52,62,280000.0,642,18,1.0,3,2,1,1,160000,11.982935344196433
76,78,14800000.0,180,4,1.0,3,1,1,5,6500000,15.687312888712007
62,74,1900000.0,570,18,1.0,2,2,1,5,875000,13.681980308196241
53,64,276000.0,647,23,1.0,2,2,1,2,190000,12.154784614286667
47,65,261000.0,136,18,1.0,3,2,1,4,120000,11.695255355062795
56,66,585000.0,606,23,2.0,3,2,1,0,300000,12.611541086966115
70,70,279000.0,141,4,1.0,3,1,1,5,180000,12.100717685412471
77,77,9500000.0,653,4,1.0,2,1,2,5,5000000,15.424948670398354
51,63,202000.0,607,18,1.0,2,3,1,0,130000,11.775297421715827
53,74,688000.0,410,18,1.0,2,2,1,4,275000,12.524530013005734
78,78,2200000.0,496,4,1.0,3,1,1,5,1600000,14.285514812209815
76,76,6800000.0,94,23,1.0,3,1,2,5,4000000,15.201805169084134
58,65,701000.0,626,18,3.0,3,2,1,5,425000,12.959846800844963
81,82,40500000.0,166,4,1.0,3,1,3,5,20500000,16.835935492889124
57,72,891000.0,188,18,3.0,3,2,1,1,375000,12.834683971615659
58,69,653000.0,455,23,1.0,3,2,1,2,450000,13.017005083966255
74,74,713000.0,150,4,1.0,3,1,3,5,475000,13.07107218827772
50,65,206000.0,277,18,1.0,3,2,1,4,110000,11.608244735642321
48,63,217000.0,347,23,1.0,2,2,1,3,110000,11.608244735642321
76,79,17100000.0,165,4,1.0,3,1,1,5,7500000,15.830413711839864
52,64,276000.0,210,23,1.0,3,2,1,4,190000,12.154784614286667
53,74,945000.0,92,23,1.0,2,2,1,1,300000,12.611541086966115
80,80,20900000.0,572,4,1.0,3,1,3,8,11000000,16.213405921671733
54,73,639000.0,42,23,1.0,4,2,1,5,275000,12.524530013005734
52,59,232000.0,173,18,1.0,4,2,1,4,160000,11.982935344196433
58,58,213000.0,210,18,1.0,3,2,1,5,170000,12.04355959836804
50,60,190000.0,31,18,1.0,3,2,1,4,100000,11.51293546492023
75,77,10700000.0,486,4,1.0,4,1,1,2,4700000,15.363073279446223
85,85,10200000.0,466,4,1.0,2,1,3,5,6000000,15.607270193858982
52,62,247000.0,455,18,1.0,3,2,1,4,170000,12.04355959836804
56,77,1200000.0,306,18,2.0,3,2,1,2,450000,13.017005083966255
59,68,1100000.0,127,23,1.0,2,2,1,5,475000,13.07107218827772
71,72,1900000.0,235,23,1.0,3,1,1,2,1400000,14.151983508870947
56,65,465000.0,433,18,1.0,3,2,1,5,300000,12.611541086966115
53,73,540000.0,26,18,1.0,2,2,1,1,240000,12.388398368982115
48,68,299000.0,609,18,1.0,3,2,1,4,130000,11.775297421715827
52,62,384000.0,62,23,1.0,3,2,1,1,160000,11.982935344196433
